01_prenom;02_genre;03_langage;04_fréquence;05_signification
elroy;m;english;0;Forme Changée de LEROY, utilisant l'article défini espagnol el par opposition au français.
elsa;f;english, german, swedish;5.51;Dieu est serment (hébreu). Voir Elisabeth.
elsabeth;f;;0;
elsdon;m;english;0;
else;f;danish, norwegian, german;0.16;"Diminutif d'Elisabeth. Vient de l'hébreu ""elîsaba"" Signifie : ""Dieu est plénitude"". Se fête le 17 novembre."
elsie;f;english;0.03;Dieu est serment (hébreu).
elspet;f;english, scottish;0;
elspeth;f;english, scottish;0;
elton;m;english;0.16;
eluf;m;danish;0;Forme danoise d'ELOF.
eluned;f;welsh;0;
elva;f;;0;
elvin;m;english;0;Ami de tous (germanique).
elvina;f;;0;"Prénom dérivé de Allowin. Vient du germain ""al et win"" Signifie : ""tout et ami"" Se fête le 1er octobre."
elvira;f;spanish;0;Noble et fidèle (germanique).
elvis;m;english;0.83;Sage (scandinave).
elwin;m;english;0.03;Variante du ALVIN.
elwood;m;english;0;"D'un nom de famille anglais qui a été tiré d'un nom d'endroit(de place) signifiant ""la forêt d'arbre aînée"" en Vieil anglais."
elwyn;m;english;0;Variante du ALVIN.
ely;m;;0.10;Le seigneur est mon Dieu (hébreu).
elyse;f;;0;"Diminutif d'Elisabeth. Vient de l'hébreu "" elîsaba "" Signifie : "" Dieu est plénitude "". Se fête le 17 novembre."
elysia;f;;0.03;
elzbieta;f;polish;0.45;
em;f;english;0.54;
emanuel;m;scandinavian;0.03;Dieu est avec nous (hébreu).
emanuele;m;italian;0;Dieu est avec nous (hébreu).
emel;f;turkish;0;"Prénom d'origine arabe. Signifie: ""espoir, espérance"""
emelie;f;swedish;0;"Variante d'Emilie. Du latin ""aemulus"", signifie : ""émule"" Se fête le 19 septembre."
emelina;f;english, spanish;0;"Vient du germain ""heim et lind"" Signifie : ""maison et doux"" Se fête le 27 octobre."
emeline;f;french;0;Travailleuse (germanique).
emely;f;english;0;
emer;f;irish, irish mythology;0;
emerald;f;english;0;
emeric;m;;0;Puissant (germanique).
emerson;m;english;0.38;"Variante anglaise d'Emerick. correspondant à ""fils d'Emerick"" Vient du germain ""heim et rick"" Signifie: ""maison et roi, puissant"" Se fête le 4 novembre"
emery;m;english;0.03;"Vient du germain ""heim et rick"" Signifie : ""maison et roi puissant"" Se fête le 4 novembre"
emi;f;japanese;0.16;
emidio;m;italian;0;"Forme portugaise d'Emile. Vient du latin ""aemulus"" Signifie : ""émule, rival"" Se fête le 22 mai."
emil;m;german, scandinavian, czech, hungarian, romanian;0.29;Travailleur (germanique).
emilee;f;english (modern);0;
emilia;f;italian, spanish, portuguese, romanian;0;Travailleuse (germanique).
emilian;m;;0;Forme roumaine de Emilien (voir EMILIANO).
emiliana;f;italian, spanish, portuguese;0;"Du latin ""aemumlus"" Signifie : ""émule"" Se fête le 5 janvier"
emiliano;m;spanish, italian;0.13;Travailleur (germanique).
emilie;f;german;0.10;Travailleuse (germanique).
emilio;m;italian, spanish, portuguese;0.06;Travailleur (germanique).
emily;f;english;0.25;Travailleuse (germanique).
emine;f;turkish;0;Loyale, digne de confiance (arabe).
emlyn;m;welsh;0;"Probablement à partir du nom d'une ancienne région du Pays de Galles, son nom signifie «autour de la vallée""."
emma;f;english, french, italian;1.21;Universelle (germanique).
emmaline;f;english;0;
emmanouil;m;greek;0;
emmanuel;m;biblical, french, english;2.61;Dieu est avec nous (hébreu).
emmanuelle;f;french;0.06;Dieu est avec nous (hébreu).
emmeline;f;english;0;Travailleuse (germanique).
emmerich;m;german;0.03;"Le nom germanique, dont le deuxième élément est ric la signification ""du pouvoir""(""de la puissance"")."
emmerson;m;english;0;Variante du EMERSON.
emmet;m;english;0;Variante du EMMETT.
emmett;m;english;0.03;D'un nom de famille anglais qui a été tiré d'un diminutif du nom donné féminin EMMA.
emmie;f;english;0;Travailleuse (germanique).
emmy;f;english;0.03;Travailleuse (germanique).
emory;m;english;0;Variante du EMERY.
emrys;m;welsh;0;Forme galloise de AMBROISE.
emyr;m;welsh;0;"Signifie ""le roi"" en gallois."
ena;f;irish;0.67;
encarnacion;f;spanish;0.06;
endre;m;hungarian;0;Forme hongroise d'ANDREW.
enfys;m,f;welsh;0;
engel;m;german;0.22;"Signifie ""l'ange"" en allemand."
engelbert;m;german;0.10;"Nom germanique composé des éléments Angil, le nom d'une tribu Germanique connue en anglais comme les Angles et beraht ""brillant""."
engin;m;turkish;8.73;
enid;f;welsh, welsh mythology;0;Pureté (celte).
eniola;m;african;0;
enitan;m;african;0;
ennio;m;italian;0;La forme italienne du nom de famille romain Ennius qui a de signification inconnue.
ennis;f,m;irish;0.10;
enoch;m;biblical;0.06;"Du nom hébreu (Chanokh) signification ""de consacré""."
enok;m;scandinavian;0;Forme scandinave de ENOCH.
enola;f;english;0;Celle qui est noble (vieux français).
enos;m;biblical (variant);0;Homme (hébreu).
enosh;m;biblical;0;"Signifie ""l'être humain"" en l'Hébreu."
enric;m;catalan;0;Forme catalane d'HENRY.
enrica;f;italian;0;
enrico;m;italian;1.02;Maître de maison (germanique).
enrique;m;spanish;0.03;Maître de maison (germanique).
enu;m,f;african;0;
enya;f;irish;0;
enyo;f;greek mythology;0;
enzo;m;italian;0.06;Maître de maison (germanique).
eoforhild;f;anglo-saxon;0;
eoghan;m;irish, scottish;0;"Peut-être signifie ""né de l'if» en irlandais, mais il est peut-être dérivé de EUGENE."
eoin;m;irish, scottish;0;Forme gaélique de JOHN.
eos;f;greek mythology;0;
eowyn;f;literature;0;
epaphras;m;biblical, ancient greek;0;"Tiré de grec (epaphros) signification ""d'écumeux""."
epaphroditos;m;ancient greek;0;"signifie ""charmant, charmant"", tiré de grec (epi) ""sur"" combiné avec le nom de la déesse d'amour grecque APHRODITE."
ephraim;m;biblical, jewish;0;
epifanio;m;spanish;0;"Du Dernier(Tardif) mot latin epiphania qui a été tiré de grec (epiphaneia) la signification ""l'apparition(apparence), la manifestation""."
epiktetos;m;ancient greek;0;"Nom de grec ancien signifiant ""nouvellement acquis""."
epiphany;f;english;0;
epona;f;celtic mythology;0;
eppie;f;english;0;
era;f;;0.22;
eran;m;biblical;0;"signifie ""vigilant, vigilant"" en Hébreu."
erasmus;m;;0.03;"Tiré de grec (erasmios) signification ""de bien-aimé""."
erastus;m;biblical;0;"Forme Latinisée du nom grec (Erastos) signification ""de bien-aimé""."
erato;f;greek mythology;0.06;
ercole;m;italian;0.03;Très beau cadeau (italien).
ercwlff;m;welsh;0;Forme galloise de HERCULES.
erdem;m;turkish;0;"Signifie ""la vertu"" en turc."
erdmann;m;german;0;Variante du HARTMANN.
erebus;m;greek mythology (latinized);0.06;"La forme Latinisée des grecs (Erebos) qui signifie ""l'obscurité inférieure""."
eren;m;turkish;0;"signifie ""personne sainte, sainte"" en turc."
erez;m;jewish;0;"Signifie ""le cèdre"" en l'Hébreu."
erhard;m;german;0;"signifie ""honorent et le courage"", tiré de l'ère d'éléments Germanique ""l'honneur, respectent"" et durement ""courageux, robuste""."
eric;m;english, french;0.51;Noble souverain (latin).
erica;f;english;0;Noble souveraine (germanique).
erich;m;german;0.51;Noble souverain (latin).
erick;m;english;0;Noble souverain (latin).
ericka;f;english;0;"Vient du germain ""ehre et rik"" Signifie : ""honneur et roi puissant"" Se fête le 18 mai."
erik;m;scandinavian, czech;0.32;Noble souverain (latin).
erika;f;german, scandinavian, hungarian, czech;0.10;Noble souveraine (germanique).
erin;f;english, irish;0.03;Paisible (irlandais).
eris;f;greek mythology;0.06;
erishkigal;f;near eastern mythology;0;
erkki;m;finnish;0;Forme finlandaise d'ERIC.
erland;m;swedish, danish;0.03;"Du surnom de Vieux norrois Erlendr, qui a été tiré de ö rlendr la signification ""de l'étranger""."
erle;m;english;0;Noble (vieil anglais). Prénom breton.
erlend;m;norwegian, danish;0.89;Variante du ERLAND.
erma;f;;0;
ermanno;m;italian;0;Soldat (germanique).
ermenegilde;m;french;0;
ermenegildo;m;italian;0;Forme italienne de HERMENEGILDO.
ermentraud;f;german;0;
ermentraude;f;german;0;
ermete;f;italian;0;Tiré de Hermetis, la forme de génitif latine de HERMÈS, le nom de Dieu de messager grec.
ermintrude;f;english;0;
ermolai;m;russian;0;Variante du transcription YERMOLAI.
ermtraud;f;german;0;
ern;m;english;0;Forme abrégée d'Ernest.
erna;f;german;0.03;Qui a de grandes capacités (scandinave).
ernest;m;english;6.50;Qui mérite (germanique).
ernesta;f;italian, spanish, english;0;
ernestine;f;english;0.19;Qui mérite (germanique).
ernesto;m;italian, spanish, portuguese;0;Qui mérite (germanique).
ernie;m;english;0;Diminutif d'ERNEST.
ernst;m;german, dutch;2.13;Qui mérite (germanique).
eros;m;greek mythology;0.32;Amour (grec).
errol;m;english;0.06;D'un nom de famille qui a été à l'origine tiré d'un nom d'endroit(de place) écossais.
erskine;m;scottish, irish, english;0.13;"D'un nom de famille qui a été à l'origine tiré du nom d'une ville écossaise signifiant ""la hauteur saillante"" en gaélique."
ervin;m;hungarian;0.03;Forme hongroise et croate d'ERWIN.
ervins;m;latvian;0;
erwan;m;breton;0;If (celte).
erwin;m;german;0.03;Ami (germanique).
erykah;f;english (modern);0;
eryn;f;english;0;
erzsi;f;hungarian;0;
esa;m;finnish;0.06;Forme finlandaise d'ISAIAH.
esaias;m;biblical;0;Forme d'ISAIAH utilisé en grec et le latin Ancien Testament.
esau;m;biblical;0.03;
esdras;m;biblical;0.06;Forme grecque d'EZRA.
eseld;f;cornish;0;
eser;f,m;turkish;0;
eshe;f;african;0;
esi;f;african;0;
esin;f;turkish;0;"Prénom d'origine turc. Signifie: ""belle et parée"""
esmail;m;indian;0;Forme iranienne d'ISHMAEL.
esmaralda;f;english;0;
esmeralda;f;spanish, english;0.16;Emeraude, pierre précieuse (espagnol).
esmond;m;english;0.03;Tiré du Vieil anglais
esmund;m;english;0;Variante du ESMOND.
esperanta;f;esperanto;0;
esperanza;f;spanish;0;S'attendre à (latin).
espiridion;m;spanish;0;Forme espagnole de SPYRIDON.
essa;f;;0;La transcription Variante de la norme ISA.
essence;f;english;38.52;
essie;f;english;0;
esta;f;english;0.10;
estachio;m;italian;0;
estavan;m;spanish;0;Forme espagnole de STEPHEN.
estee;f;;0;
estela;f;portuguese;0;Étoile (latin).
estella;f;english;0;"Vient du latin ""stella"" Signifie ""étoile"" Se fête le 11 mai."
estelle;f;english;0.64;Étoile (latin).
ester;f;scandinavian;0.54;Étoile (hébreu).
esteri;f;finnish;0;
esteve;m;catalan;0;Forme provençale de STEPHEN.
esther;f;english, jewish, french, biblical;3.73;Étoile (hébreu).
estrella;f;spanish;0.13;Étoile (latin).
esyllt;f;welsh;0;
eszter;f;hungarian;0;
eszti;f;hungarian;0;
etel;f;hungarian;0;
etelka;f;hungarian;0;
ethalyn;f;english;0;
ethan;m;jewish, english, biblical;0;Fort, ferme (hébreu).
ethel;f;english;1.18;Noble (anglais).
ethelbert;m;anglo-saxon (latinized);0;Forme médiévale de Æ Ð ELBEORHT.
etheldreda;f;anglo-saxon (latinized);0;
ethelinda;f;anglo-saxon;0;
ethelred;m;anglo-saxon (latinized);0;Forme médiévale de Æ Ð ELRED.
ethna;f;irish;0;
ethne;f;irish;0;
etna;f;irish;0.38;
etta;f;english;0;
ettie;f;english;0;
ettore;m;italian;0.06;Constant, qui retient (grec).
etzel;m;german;0.06;
euan;m;scottish;0;Forme Anglicisée d'EOGHAN.
euclid;m;ancient greek (anglicized);0;"Du nom grec (Eukleides), tiré ""de gloire"" ""bonne"" et (kleos) grecque."
eudocia;f;ancient greek (latinized);0;
eudora;f;english;0;
eudoxia;f;ancient greek;0;
eufemia;f;italian, spanish, portuguese;0.06;Qui parle avec justesse (grec). Prénom basque.
eugen;m;german, romanian;0.16;Bien né (grec).
eugene;m;english;0;Bien né (grec).
eugenia;f;italian, spanish, romanian, english;0.03;Bien née (grec).
eugenio;m;italian, spanish;6.21;Bien né (grec).
eula;f;english;0;
eulalia;f;english, italian, spanish;0;"Vient du grec ""eulalia"" Signifie : ""la bonne parole"" Se fête le 10 décembre"
eulalie;f;french;0.19;Belle parole (latin). Beau language (grec).
eulia;f;;0;
eumelia;f;ancient greek;0;
eunice;f;biblical, english, ancient greek (latinized);0;
euphemia;f;ancient greek, english;0;
euphranor;m;ancient greek;0;"Tiré de grec (euphraino) la signification ""pour enchanter""."
euphrosyne;f;greek mythology;0;
euripides;m;ancient greek;0;"Tiré des éléments grecs ""bons"" et ' (rhipe) ""le jet, balancez-vous""."
eurydice;f;greek mythology (latinized);1.05;"Vient du grec ""Eurudikê"" Nom de l'épouse d'Orphée dans la mythologie. Se fête le 10 novembre."
eusebio;m;spanish, portuguese, italian;0.03;Pieux (grec).
eusebios;m;ancient greek;0;"Tiré de grec (eusebes) signification ""de pieux""."
eusebius;m;ancient greek (latinized);0;Forme Latinisée d'EUSEBIOS.
eustace;m;english;0;"Forme anglaise d'Eustachius, une forme latine du nom grec (Eustachys) signification ""de fructueux""."
eustache;m;french;2.01;Récolte abondante (grec).
eustacia;f;;0;
eustaquio;m;spanish, portuguese;0;Forme en espagnol et portugais Eustache (voir Eustace).
eustathios;m;greek, ancient greek;0;"Tiré de grec (eustathes) signification ""bien fait, stable""."
euterpe;f;greek mythology;0.06;
euthalia;f;ancient greek, greek;0;
euthymius;m;ancient greek (latinized);0;"La forme Latinisée du nom grec (Euthymios) qui a signifié ""de bonne humeur"", tiré du mot (euthymos), qui a été composé des éléments ""bons"" et (thymos) ""l'âme, l'esprit(alcool)""."
eutropia;f;ancient greek (latinized);0;
eutropio;m;spanish;0;Forme espagnole d'Eutrope.
eutropius;m;ancient greek (latinized);0;"La forme Latinisée du nom grec (Eutropios), qui a été tiré de grec (eutropos) ""polyvalent""."
eutychius;m;ancient greek (latinized);0;La forme Latinisée du nom grec (Eutychios), une variante d'Eutychos (voir EUTYCHUS).
eutychos;m;ancient greek;0;Forme grecque d'EUTYCHUS.
eva;f;italian, spanish, portuguese, english, german, dutch, scandinavian, russian, czech;0.19;Vie, donner la vie (hébreu).
evadne;f;greek mythology;0;
evaline;f;english;0;
evalyn;f;english;0;
evan;m;welsh, english;0;If (celte).
evander;m;greek mythology (latinized), roman mythology, scottish, english;0;"Variante du Evandrus, forme latine du nom grec (Euandros) ce qui signifie «homme bon», dérivé du grec «bon» et (aner) ""l'homme"" (génitif)."
evangelina;f;english, bulgarian;0;
evangeline;f;english;0.06;"Vient du grec ""eu aggelion"" Signifie: ""bonne nouvelle"" Se fête le 27 décembre."
evangelos;m;greek;0;"signifie ""bon messager"", tiré ""de messager"" ""bon"" et (angelos) grec."
evaristo;m;spanish, italian, portuguese;0;Agréable (grec).
evaristus;m;ancient greek (latinized);0;"De grec (Euaristos) qui signifie ""bien agréable"", tiré ""de bon, bien"" et ""la complaisance"" (arestos)."
evdokia;f;greek;0;
evdokiya;f;russian, bulgarian;0;
eve;f;english, french, biblical;0.22;Vie, donner la vie (hébreu).
eveleen;f;english;0;
eveliina;f;finnish;0;
evelina;f;english, italian;0;Vie, donner la vie (hébreu).
eveline;f;english;0;Vie, donner la vie (hébreu).
evelyn;f,m;english;0.13;Vie, donner la vie (hébreu).
everard;m;english;0;"signifie ""endurent le verrat"", tiré des éléments Germaniques eber ""le sanglier"" et durement ""courageux, robuste""."
everett;m;english;0;D'un nom de famille qui a été tiré du nom donné EVERARD.
everette;m,f;english;0;Variante du EVERETT.
everild;f;;0;
everitt;m;english;0;
evert;m;german;0;Forme allemande basse d'EVERARD.
evette;f;french, english;0;
evfemia;f;greek;0;
evfrosyne;f;greek;0;
evgeni;m;russian;0;Forme bulgare d'EUGENE et une transcription russe variable d'YEVGENIY.
evgenia;f;greek;0;
evgeniya;f;russian;0;
evgeny;m;russian;0;La transcription Variante du Yevgeniy.
evie;f;english;0;"Diminutif d'Eve. Vient de l'hébreu ""hawwâh"" Signifie : ""vivante"" Se fête le 6 septembre."
evita;f;spanish;0.16;Vie, donner la vie (hébreu).
evonne;f;;0;If (celte).
evpraksiya;f;russian;0;
evrard;m;french;0.06;Puissant ours sauvage (germanique).
evron;m;jewish;0;Forme yiddish d'Éphraïm.
evstathios;m;greek;0;
evthalia;f;greek;0;
ewa;f;polish;0.35;
ewald;m;german;0.19;"D'un nom Germanique qui a été composé des éléments ewa ""la loi, la coutume(clientèle)"" et wald ""la règle""(""l'autorité"")."
ewan;m;scottish;0.03;If (celte).
ewart;m;english;0.06;
ewen;m;scottish;0;If (celte). Voir Even.
ezar;m;;0;Variante du EZER.
ezekiel;m;biblical, english;0.03;"Du nom hébreu (Yechezqel) la signification ""Dieu se renforce""."
ezra;m;biblical, english, jewish;0.51;"signifie ""aident"" en l'Hébreu."
eztebe;m;basque;0;Forme basque de STEPHEN.
faas;m;dutch;0;Forme courte hollandaise de BONIFAAS ou SERVAAS.
fabia;f;ancient roman, italian;5.03;
fabian;m;english, german, dutch, polish;0.06;Fève (latin).
fabiana;f;italian, spanish, portuguese;0.03;Fève (latin). Prénom basque.
fabiano;m;italian;3.66;Fève (latin). Prénom basque.
fabien;m;french;0.32;Fève (latin).
fabienne;f;french;2.07;Fève (latin).
fabio;m;italian, spanish, portuguese;0.10;Fève (latin).
fabiola;f;italian, french, german;0.10;Fève (latin).
fabius;m;ancient roman;1.08;Fève (latin).
fabrice;m;french;0.92;Fabricateur (latin).
fabricio;m;spanish, portuguese;0;Fabricateur (latin).
fabrizia;f;italian;0;Fabricateur (latin).
fabrizio;m;italian;4.49;Fabricateur (latin).
fachtna;m;irish, irish mythology;0;"Peut-être signifie ""hostile"" en gaélique irlandais."
faddei;m;russian;0;Variante du transcription FADDEY.
fadi;m;arabic;0;qui sacrifie sa vie pour sauver quelqu'un.
fadia;f;arabic;0;qui sacrifie sa vie pour sauver quelqu'un.
fadil;m;arabic;0.03;"signifie ""vertueux, généreux"" en arabe."
fadila;f;arabic;0;digne, vertueuse.
fadl;m;arabic;0;"signifie ""grâce, générosité"" en arabe."
fae;f;english;0;
fahd;m;arabic;0;le guépard.
fahim;m;arabic;0;clairvoyant.
fahima;f;arabic;0;intelligente, vive.
fahmida;f;indian;0;
faiga;f;jewish;0;
faigel;f;jewish;0;
fairuza;f;arabic;0;
faith;f;english;0.10;
faithe;f;english (modern);0;
faivish;m;jewish;0;Forme yiddish de PHOEBUS.
faizel;m;arabic;0;La transcription Variante du FAYSAL.
fajra;f;esperanto;0;
fakhri;m;arabic;0;"Signifie ""honourary"" en l'arabe."
